'Athlete 23','Countermovement Jump','9/22/2020 09:58','65.2','Trial 2','','36.1','0.59','640','1055','-20.8','-20.0','11','11.1','2356','1472','24.4','65.4','46.0
'Athlete 23','Countermovement Jump','9/22/2020 09:58','65.2','Trial 3','','37.8','0.59','640','1049','-11.0','-10.5','-11','-11.0','2468','1406','26.3','70.6','-27.4
'Athlete 24','Countermovement Jump','9/22/2020 09:58','61.6','Trial 1','','36.1','0.47','605','938','-1.4','-4.5','-6','-5.7','2226','1039','23.5','65.7','-13.8
'Athlete 24','Countermovement Jump','9/22/2020 09:58','61.6','Trial 2','','36.0','0.46','604','917','4.0','-3.5','-9','-8.9','2216','1150','23.0','66.1','-54.7
'Athlete 24','Countermovement Jump','9/22/2020 09:58','61.6','Trial 3','','36.1','0.48','604','940','-2.1','-9.5','-7','-7.0','2223','1113','24.8','64.7','11.0
'Athlete 25','Countermovement Jump','9/22/2020 09:57','74.3','Trial 1','','39.2','0.63','729','1286','-5.5','-6.2','-2','-1.6','2914','1539','27.2','73.0','-24.4
'Athlete 25','Countermovement Jump','9/22/2020 09:57','74.3','Trial 2','','37.5','0.58','729','1204','-7.3','-7.5','2','2.3','2783','1491','25.3','77.3','20.2
'Athlete 25','Countermovement Jump','9/22/2020 09:57','74.3','Trial 3','','36.9','0.55','729','1190','-8.5','-5.9','-7','-7.2','2741','1519','25.0','71.6','-52.7
'Athlete 26','Countermovement Jump','9/22/2020 09:56','61.1','Trial 1','','53.3','0.59','600','1080','0.6','6.9','6','5.5','3255','1130','36.0','68.1','6.7
'Athlete 26','Countermovement Jump','9/22/2020 09:56','61.1','Trial 2','','51.7','0.53','599','1045','-3.5','-0.9','5','4.9','3157','1093','35.2','50.2','-4.9
'Athlete 26','Countermovement Jump','9/22/2020 09:56','61.1','Trial 3','','51.5','0.55','600','1039','3.3','2.1','6','6.0','3146','1126','34.7','87.3','39.9
'Athlete 27','Countermovement Jump','9/22/2020 09:55','62.1','Trial 1','','50.0','0.80','610','1286','-6.3','5.1','-5','-5.2','3106','1414','31.9','53.3','11.4
'Athlete 27','Countermovement Jump','9/22/2020 09:55','62.1','Trial 2','','46.8','0.67','610','1174','-5.5','-4.9','-1','-0.9','2907','1265','29.2','75.9','-2.2
'Athlete 27','Countermovement Jump','9/22/2020 09:55','62.1','Trial 3','','48.9','0.73','610','1256','-3.7','-0.6','-5','-5.3','3035','1380','30.3','86.8','-35.0
'Athlete 28','Countermovement Jump','9/22/2020 09:54','69.9','Trial 1','','39.0','0.38','686','1211','-13.0','-7.0','1','0.4','2723','1276','20.8','61.2','1.6
'Athlete 28','Countermovement Jump','9/22/2020 09:54','69.9','Trial 2','','41.7','0.46','686','1152','-7.7','-5.6','-4','-4.4','2916','1055','23.7','85.4','13.2
'Athlete 28','Countermovement Jump','9/22/2020 09:54','69.9','Trial 3','','37.5','0.46','686','1145','3.5','6.2','0','-0.4','2623','1315','23.2','68.3','-20.6
'Athlete 29','Countermovement Jump','9/22/2020 09:53','80.2','Trial 1','','43.7','0.48','788','1392','26.5','25.0','17','17.5','3506','1764','29.4','85.5','16.9
'Athlete 29','Countermovement Jump','9/22/2020 09:53','80.2','Trial 2','','45.5','0.51','788','1427','21.9','20.9','15','14.8','3646','1837','32.3','94.3','46.5
'Athlete 29','Countermovement Jump','9/22/2020 09:53','80.2','Trial 3','','44.3','0.50','788','1394','21.0','20.5','12','12.4','3550','1970','32.9','97.6','10.0
'Athlete 30','Countermovement Jump','9/22/2020 09:52','64.7','Trial 1','','39.9','0.56','635','1115','-2.7','0.5','5','5.2','2582','1337','26.6','59.9','46.8
